customer_id,segment,region,tenure_years,declared_monthly_turnover,country_risk,is_pep,community_id
113,retail_self_employed,Battambang,17.6,13960.0,medium,0,11
114,retail_salaried,Phnom Penh,2.0,4550.0,low,0,11
115,small_business,Siem Reap,8.5,59540.0,low,0,11
116,small_business,Phnom Penh,7.1,42650.0,low,0,11
117,retail_self_employed,Phnom Penh,8.5,3000.0,low,0,11
118,retail_salaried,Phnom Penh,5.3,3030.0,high,0,11
119,retail_self_employed,Phnom Penh,0.8,2630.0,low,0,11
120,retail_self_employed,Phnom Penh,9.9,7130.0,low,0,12
121,retail_self_employed,Phnom Penh,1.0,1570.0,low,0,12
122,retail_salaried,Siem Reap,7.1,2510.0,medium,0,12
123,retail_salaried,Phnom Penh,6.5,6610.0,low,0,12
124,retail_salaried,Phnom Penh,1.0,1560.0,low,0,12
125,retail_salaried,Phnom Penh,3.2,10620.0,low,0,12
126,retail_salaried,Siem Reap,4.3,2090.0,medium,0,12
127,retail_salaried,Phnom Penh,5.7,1690.0,low,0,12
128,retail_salaried,Sihanoukville,7.8,1750.0,low,0,12
129,retail_self_employed,Kampot,,8430.0,low,0,12
130,retail_salaried,Phnom Penh,10.6,1070.0,low,0,13
131,cash_intensive,Phnom Penh,0.9,51520.0,low,0,13
132,retail_self_employed,Phnom Penh,4.5,5960.0,low,0,13
133,retail_salaried,Phnom Penh,1.9,2320.0,low,0,13
134,retail_self_employed,Battambang,3.1,8340.0,low,0,13
135,retail_salaried,Phnom Penh,2.0,3110.0,low,0,13
136,corporate,Phnom Penh,2.3,499520.0,low,0,13
137,retail_salaried,Phnom Penh,0.8,800.0,low,0,13
138,small_business,Siem Reap,1.2,104460.0,low,0,13
139,retail_salaried,Phnom Penh,3.9,3960.0,medium,0,13
140,retail_salaried,Phnom Penh,1.2,4970.0,medium,0,14
141,retail_salaried,Phnom Penh,0.2,1380.0,low,1,14
142,cash_intensive,Phnom Penh,4.9,148780.0,low,0,14
143,retail_self_employed,Phnom Penh,3.7,7450.0,low,0,14
144,retail_salaried,Siem Reap,7.6,1380.0,low,0,14
145,retail_salaried,Phnom Penh,8.2,2240.0,high,0,14
146,retail_salaried,Sihanoukville,9.2,16140.0,low,0,14
147,retail_salaried,Phnom Penh,7.6,17540.0,low,0,14
148,retail_salaried,Sihanoukville,6.2,,low,0,14
149,retail_salaried,Phnom Penh,2.1,680.0,low,0,14
150,small_business,Phnom Penh,8.9,25530.0,low,0,15
151,cash_intensive,Phnom Penh,4.4,57640.0,medium,0,15
152,retail_salaried,Kampot,1.8,3930.0,low,0,15
153,retail_self_employed,Phnom Penh,4.9,,low,0,15
154,retail_salaried,Sihanoukville,10.8,3250.0,low,0,15
155,retail_self_employed,Phnom Penh,1.4,4860.0,low,0,15
156,Retail Salaried,Phnom Penh,,,medium,0,15
157,retail_self_employed,Kampot,1.9,1100.0,medium,0,15
158,retail_self_employed,Phnom Penh,,4160.0,low,0,15
159,small_business,Phnom Penh,1.7,36210.0,low,0,15
160,retail_salaried,Phnom Penh,11.0,1580.0,low,0,16
161,cash_intensive,Sihanoukville,3.6,57710.0,medium,0,16
162,retail_salaried,Phnom Penh,8.1,12210.0,medium,0,16
163,retail_salaried,Phnom Penh,4.4,4750.0,low,0,16
164,retail_self_employed,Phnom Penh,5.9,2870.0,low,0,16
165,retail_salaried,Battambang,2.0,2700.0,low,0,16
166,small_business,Phnom Penh,9.6,46310.0,low,0,16
167,small_business,Siem Reap,4.4,37000.0,medium,0,16
168,retail_salaried,Sihanoukville,1.7,850.0,low,0,16
169,corporate,Siem Reap,15.0,149290.0,low,0,16
170,retail_salaried,Kampot,0.9,1520.0,low,0,17
171,retail_salaried,Sihanoukville,3.2,1220.0,medium,0,17
172,retail_salaried,Phnom Penh,5.7,1130.0,low,0,17
173,cash_intensive,Siem Reap,3.4,72000.0,low,0,17
174,retail_salaried,Phnom Penh,3.3,10030.0,low,0,17
175,retail_salaried,Battambang,4.7,2410.0,low,0,17
176,retail_salaried,Siem Reap,4.4,7970.0,medium,0,17
177,corporate,Phnom Penh,7.6,678980.0,low,0,17
178,cash_intensive,Siem Reap,0.8,48380.0,low,0,17
179,Retail Self Employed,Phnom Penh,4.2,13160.0,low,0,17
180,cash_intensive,Phnom Penh,6.8,28950.0,low,0,18
181,cash_intensive,Phnom Penh,1.8,102190.0,high,0,18
182,retail_salaried,Siem Reap,3.9,11130.0,low,0,18
183,retail_salaried,Phnom Penh,4.5,16730.0,low,0,18
184,Small Business,Phnom Penh,2.9,63580.0,low,0,18
185,retail_self_employed,Battambang,0.5,8980.0,low,0,18
186,retail_salaried,Sihanoukville,2.4,2850.0,low,0,18
187,retail_salaried,Phnom Penh,12.6,1400.0,low,0,18
188,retail_self_employed,Siem Reap,13.6,,low,0,18
189,retail_salaried,Phnom Penh,0.5,,low,0,18
190,cash_intensive,Phnom Penh,0.5,,low,0,19
191,retail_salaried,Siem Reap,1.4,3050.0,low,0,19
192,retail_salaried,Phnom Penh,3.9,1740.0,low,0,19
193,small_business,Siem Reap,3.7,31460.0,low,0,19
194,retail_salaried,Phnom Penh,2.6,1990.0,low,0,19
195,retail_salaried,Sihanoukville,14.8,980.0,medium,0,19
196,retail_self_employed,Phnom Penh,4.8,1570.0,low,0,19
197,small_business,Phnom Penh,2.4,,low,0,19
198,retail_salaried,Siem Reap,1.0,5250.0,medium,0,19
199,retail_salaried,Kampot,,2150.0,medium,0,19
200,small_business,Sihanoukville,7.9,90760.0,low,0,20
201,corporate,Phnom Penh,3.6,,low,0,20
202,retail_salaried,Siem Reap,2.6,3790.0,low,0,20
203,retail_salaried,Phnom Penh,0.9,1010.0,low,0,20
204,retail_salaried,Phnom Penh,9.2,3170.0,low,0,20
205,retail_salaried,Battambang,2.3,2510.0,medium,0,20
206,retail_salaried,Battambang,4.5,4290.0,low,0,20
207,retail_self_employed,Siem Reap,4.5,8500.0,low,0,20
208,retail_salaried,Kampot,2.0,1320.0,low,0,20
209,retail_salaried,Battambang,8.1,2890.0,low,0,20
210,Retail Self Employed,Sihanoukville,0.7,4480.0,low,0,21
211,retail_self_employed,Siem Reap,0.9,4470.0,low,0,21
212,retail_salaried,Sihanoukville,2.1,5220.0,low,0,21
213,small_business,Siem Reap,3.2,54990.0,low,0,21
214,retail_self_employed,Phnom Penh,2.8,4960.0,low,0,21
215,retail_self_employed,Sihanoukville,2.1,4090.0,low,0,21
216,retail_salaried,Kampot,4.2,1410.0,low,0,21
217,retail_salaried,Phnom Penh,1.8,,low,0,21
218,cash_intensive,Siem Reap,1.7,27080.0,low,0,21
219,retail_salaried,Phnom Penh,4.3,,low,0,21
220,retail_salaried,Phnom Penh,4.8,24470.0,low,0,22
221,retail_salaried,Sihanoukville,10.2,,low,0,22
222,retail_self_employed,Phnom Penh,,,low,0,22
223,corporate,Phnom Penh,11.6,489450.0,low,0,22
224,retail_salaried,Sihanoukville,8.3,1680.0,low,0,22
225,cash_intensive,Phnom Penh,,29050.0,low,0,22
226,retail_salaried,Phnom Penh,5.9,1490.0,low,0,22
227,retail_self_employed,Sihanoukville,2.6,3180.0,low,0,22
228,retail_self_employed,Phnom Penh,5.6,18220.0,low,0,22
229,retail_salaried,Phnom Penh,2.1,810.0,low,0,22
230,Retail Salaried,Phnom Penh,5.2,2170.0,low,0,23
231,Retail Salaried,Phnom Penh,1.0,1460.0,low,0,23
232,corporate,Phnom Penh,0.4,516750.0,low,0,23
233,retail_self_employed,Phnom Penh,2.2,12930.0,low,0,23
234,cash_intensive,Sihanoukville,4.1,58560.0,low,0,23
235,small_business,Kampot,2.8,43230.0,low,0,23
236,retail_salaried,Sihanoukville,6.0,4170.0,low,0,23
237,small_business,Siem Reap,6.1,72520.0,low,0,23
238,retail_salaried,Sihanoukville,0.7,4670.0,low,0,23
239,retail_salaried,Phnom Penh,5.0,4860.0,low,0,23
240,small_business,Sihanoukville,10.1,47680.0,low,0,24
241,small_business,Battambang,7.9,17590.0,low,0,24
242,retail_salaried,Phnom Penh,8.3,720.0,low,0,24
243,retail_salaried,Siem Reap,11.1,2880.0,low,0,24
244,retail_self_employed,Phnom Penh,2.8,5440.0,low,0,24
245,small_business,Phnom Penh,7.6,37810.0,low,0,24
246,retail_self_employed,Battambang,11.8,5020.0,low,0,24
247,Retail Salaried,Siem Reap,6.4,890.0,low,0,24
248,retail_salaried,Phnom Penh,8.7,3550.0,medium,0,24
249,retail_salaried,Siem Reap,1.0,3180.0,low,0,24
250,retail_self_employed,Phnom Penh,5.4,1590.0,low,0,25
251,Small Business,Phnom Penh,6.9,39100.0,low,0,25
252,retail_salaried,Phnom Penh,6.1,,low,0,25
253,retail_salaried,Phnom Penh,9.6,,low,0,25
254,retail_salaried,Sihanoukville,5.8,2510.0,low,0,25
255,retail_self_employed,Phnom Penh,2.4,2480.0,low,0,25
256,small_business,Phnom Penh,5.8,68370.0,low,0,25
257,retail_salaried,Battambang,9.2,4530.0,low,0,25
258,retail_salaried,Phnom Penh,0.6,760.0,medium,0,25
259,retail_self_employed,Battambang,6.9,,low,0,25
260,retail_salaried,Phnom Penh,,2300.0,low,0,26
261,small_business,Siem Reap,2.2,25910.0,low,0,26
262,retail_salaried,Phnom Penh,5.4,740.0,low,0,26
263,retail_salaried,Battambang,,1800.0,low,0,26
264,cash_intensive,Siem Reap,,78250.0,low,0,26
265,retail_salaried,Phnom Penh,3.1,4410.0,low,0,26
266,retail_salaried,Phnom Penh,4.7,1170.0,medium,0,26
267,retail_salaried,Sihanoukville,5.3,2510.0,low,0,26
268,retail_salaried,Battambang,3.7,2680.0,low,0,26
269,retail_salaried,Sihanoukville,3.7,940.0,high,0,26
270,retail_salaried,Phnom Penh,2.8,3360.0,low,0,27
271,retail_salaried,Phnom Penh,3.0,5380.0,low,0,27
272,retail_salaried,Sihanoukville,4.2,1530.0,low,0,27
273,retail_self_employed,Phnom Penh,4.2,,low,0,27
274,retail_self_employed,Kampot,1.2,1690.0,low,0,27
275,retail_salaried,Siem Reap,4.3,870.0,low,0,27
276,retail_salaried,Kampot,,4150.0,high,0,27
277,retail_salaried,Battambang,1.8,2510.0,low,0,27
278,small_business,Siem Reap,6.8,12110.0,low,0,27
279,small_business,Kampot,9.0,35810.0,low,0,27
280,retail_salaried,Siem Reap,10.0,1060.0,low,0,28
281,retail_salaried,Phnom Penh,1.7,2840.0,medium,0,28
282,retail_salaried,Phnom Penh,6.8,3060.0,medium,0,28
283,Retail Salaried,Phnom Penh,3.1,,low,0,28
284,retail_self_employed,Phnom Penh,3.1,10040.0,low,0,28
285,retail_salaried,Kampot,3.9,4160.0,low,0,28
286,retail_salaried,Kampot,10.5,1210.0,low,0,28
287,retail_salaried,Phnom Penh,2.1,,medium,0,28
288,retail_salaried,Kampot,1.8,1730.0,low,0,28
289,retail_salaried,Phnom Penh,13.3,3690.0,medium,0,28
290,small_business,Battambang,6.6,40420.0,low,0,29
291,retail_salaried,Siem Reap,1.2,940.0,low,0,29
292,cash_intensive,Siem Reap,,43770.0,low,0,29
293,retail_salaried,Phnom Penh,7.1,1870.0,medium,0,29
294,small_business,Battambang,6.7,50710.0,low,0,29
295,cash_intensive,Phnom Penh,,40000.0,low,0,29
296,corporate,Phnom Penh,1.4,86630.0,medium,0,29
297,small_business,Phnom Penh,3.7,12840.0,low,0,29
298,small_business,Siem Reap,3.1,14320.0,low,0,29
299,retail_self_employed,Phnom Penh,3.2,,low,0,29
300,small_business,Phnom Penh,8.3,27160.0,low,0,30
301,retail_salaried,Kampot,0.6,,low,0,30
302,retail_salaried,Phnom Penh,9.8,2850.0,low,0,30
303,retail_salaried,Phnom Penh,3.6,3550.0,low,0,30
304,small_business,Phnom Penh,3.9,106810.0,medium,0,30
305,retail_salaried,Kampot,1.4,2120.0,low,0,30
306,retail_salaried,Phnom Penh,5.2,740.0,low,0,30
307,retail_self_employed,Phnom Penh,3.8,4400.0,low,0,30
308,retail_salaried,Battambang,7.2,620.0,medium,0,30
309,retail_salaried,Phnom Penh,9.4,4340.0,medium,0,30
310,Retail Salaried,Siem Reap,5.4,1530.0,low,0,31
311,retail_salaried,Sihanoukville,4.3,8820.0,low,0,31
312,retail_salaried,Phnom Penh,3.7,1740.0,medium,0,31
313,retail_salaried,Siem Reap,1.3,5650.0,medium,0,31
314,Retail Salaried,Kampot,1.7,4990.0,low,0,31
315,retail_salaried,Phnom Penh,7.1,1130.0,low,0,31
316,retail_salaried,Kampot,0.5,1100.0,low,0,31
317,retail_self_employed,Phnom Penh,2.9,4640.0,low,0,31
318,retail_salaried,Sihanoukville,5.5,2840.0,low,0,31
319,cash_intensive,Kampot,4.1,58470.0,low,0,31
320,cash_intensive,Phnom Penh,5.8,190120.0,low,0,32
321,retail_salaried,Kampot,0.6,2090.0,low,0,32
322,retail_salaried,Phnom Penh,1.2,1450.0,low,0,32
323,retail_salaried,Siem Reap,,1420.0,low,0,32
324,small_business,Siem Reap,6.2,24180.0,low,0,32
325,retail_self_employed,Siem Reap,6.2,1320.0,low,0,32
326,small_business,Battambang,3.3,39400.0,low,0,32
327,retail_salaried,Phnom Penh,3.8,1300.0,low,0,32
328,retail_self_employed,Phnom Penh,,2750.0,low,0,32
329,retail_salaried,Kampot,1.2,3170.0,low,0,32
330,retail_self_employed,Phnom Penh,2.1,6560.0,medium,0,33
331,retail_salaried,Phnom Penh,0.6,4240.0,low,0,33
332,retail_self_employed,Sihanoukville,6.7,2620.0,low,0,33
333,small_business,Phnom Penh,6.2,16330.0,low,0,33
334,retail_salaried,Siem Reap,6.0,,medium,0,33
335,retail_self_employed,Phnom Penh,4.4,5440.0,low,0,33
336,retail_salaried,Battambang,1.0,2240.0,low,0,33
337,retail_self_employed,Phnom Penh,2.1,2770.0,low,0,33
338,retail_salaried,Siem Reap,8.3,5920.0,low,0,33
339,cash_intensive,Siem Reap,8.2,16830.0,low,0,33
340,retail_salaried,Battambang,2.7,,low,0,34
341,corporate,Phnom Penh,6.3,94320.0,low,0,34
342,small_business,Siem Reap,9.6,17390.0,medium,0,34
343,retail_self_employed,Sihanoukville,2.9,15890.0,low,0,34
344,small_business,Siem Reap,2.9,,low,0,34
345,small_business,Siem Reap,8.1,30950.0,low,0,34
346,cash_intensive,Siem Reap,5.7,59080.0,low,0,34
347,retail_salaried,Siem Reap,5.5,4770.0,low,0,34
348,retail_self_employed,Phnom Penh,1.9,8060.0,low,0,34
349,retail_salaried,Phnom Penh,1.1,2300.0,low,0,34
350,retail_self_employed,Phnom Penh,1.7,20920.0,low,0,35
351,retail_salaried,Phnom Penh,3.5,2260.0,low,0,35
352,retail_self_employed,Phnom Penh,0.7,4860.0,low,0,35
353,retail_self_employed,Sihanoukville,2.6,7500.0,low,0,35
354,retail_salaried,Siem Reap,0.7,1030.0,low,0,35
355,retail_salaried,Siem Reap,3.0,1900.0,medium,0,35
356,small_business,Phnom Penh,11.1,25310.0,high,0,35
357,small_business,Phnom Penh,0.6,13890.0,low,0,35
358,retail_salaried,Phnom Penh,9.4,4070.0,low,0,35
359,retail_self_employed,Phnom Penh,2.1,,low,0,35
360,cash_intensive,Siem Reap,9.7,10310.0,low,0,36
361,retail_salaried,Siem Reap,4.3,1320.0,low,0,36
362,retail_salaried,Phnom Penh,,1960.0,low,0,36
363,retail_salaried,Phnom Penh,8.3,1330.0,low,0,36
364,retail_self_employed,Kampot,3.0,4470.0,low,0,36
365,retail_salaried,Kampot,2.9,2490.0,low,0,36
366,small_business,Sihanoukville,4.6,14410.0,medium,0,36
367,retail_self_employed,Sihanoukville,7.3,3420.0,low,0,36
368,retail_salaried,Siem Reap,,2570.0,medium,0,36
369,cash_intensive,Siem Reap,7.4,82440.0,low,0,36
370,small_business,Phnom Penh,13.3,38240.0,low,0,37
371,retail_salaried,Kampot,4.9,2350.0,low,0,37
372,retail_salaried,Battambang,4.4,1660.0,low,0,37
373,retail_salaried,Kampot,4.3,,low,0,37
374,retail_salaried,Phnom Penh,9.5,1910.0,medium,1,37
375,retail_salaried,Phnom Penh,3.2,2130.0,low,0,37
376,cash_intensive,Phnom Penh,4.0,12690.0,low,0,37
377,retail_salaried,Siem Reap,11.7,3030.0,low,0,37
378,retail_salaried,Siem Reap,10.6,1040.0,low,0,37
379,retail_self_employed,Phnom Penh,2.8,1880.0,low,0,37
380,retail_self_employed,Kampot,4.0,10330.0,low,0,38
381,cash_intensive,Battambang,1.6,28200.0,low,0,38
382,small_business,Kampot,3.6,,low,0,38
383,retail_salaried,Sihanoukville,7.0,880.0,low,0,38
384,retail_salaried,Battambang,0.5,3090.0,low,0,38
385,corporate,Siem Reap,9.3,178800.0,high,0,38
386,Retail Self Employed,Sihanoukville,5.5,12980.0,low,0,38
387,corporate,Phnom Penh,3.7,125870.0,low,0,38
388,retail_salaried,Siem Reap,5.6,2510.0,low,0,38
389,small_business,Siem Reap,7.4,14160.0,low,0,38
390,Retail Self Employed,Phnom Penh,3.3,1910.0,low,0,39
391,retail_salaried,Sihanoukville,3.6,3220.0,low,0,39
392,retail_self_employed,Battambang,1.9,1550.0,low,0,39
393,retail_self_employed,Sihanoukville,5.3,5090.0,low,0,39
394,retail_salaried,Siem Reap,2.1,1140.0,low,0,39
395,retail_salaried,Phnom Penh,2.9,1000.0,low,0,39
396,small_business,Sihanoukville,2.4,32430.0,low,0,39
397,retail_salaried,Phnom Penh,3.0,,low,0,39
398,retail_salaried,Phnom Penh,1.2,660.0,low,0,39
399,retail_salaried,Phnom Penh,2.8,3000.0,low,0,39
400,retail_salaried,Kampot,0.9,1370.0,low,0,40
401,cash_intensive,Phnom Penh,7.7,72520.0,low,0,40
402,small_business,Phnom Penh,3.5,11930.0,low,0,40
403,retail_salaried,Sihanoukville,1.1,7230.0,low,0,40
404,corporate,Phnom Penh,4.2,175270.0,low,0,40
405,small_business,Phnom Penh,4.3,20440.0,low,0,40
406,retail_salaried,Phnom Penh,4.8,1850.0,low,0,40
407,small_business,Sihanoukville,,76340.0,low,0,40
408,retail_salaried,Phnom Penh,1.2,2080.0,low,1,40
409,corporate,Siem Reap,6.7,,medium,0,40
410,retail_self_employed,Kampot,1.5,4310.0,low,0,41
411,retail_self_employed,Phnom Penh,6.1,5880.0,low,0,41
412,retail_salaried,Phnom Penh,4.3,1160.0,low,0,41
413,cash_intensive,Sihanoukville,4.8,154820.0,low,0,41
414,retail_salaried,Phnom Penh,11.0,1830.0,low,0,41
415,retail_salaried,Phnom Penh,3.4,1420.0,low,0,41
416,retail_salaried,Phnom Penh,2.4,2290.0,medium,0,41
417,small_business,Phnom Penh,8.4,30170.0,low,0,41
418,Retail Salaried,Siem Reap,4.9,3190.0,high,0,41
419,cash_intensive,Phnom Penh,11.6,21970.0,low,0,41
420,retail_self_employed,Siem Reap,10.9,7120.0,low,0,42
421,retail_salaried,Phnom Penh,5.0,960.0,low,0,42
422,retail_salaried,Sihanoukville,4.1,630.0,low,0,42
423,retail_salaried,Phnom Penh,1.9,3960.0,low,0,42
424,retail_self_employed,Sihanoukville,2.5,7760.0,medium,0,42
425,small_business,Siem Reap,2.6,24380.0,low,0,42
426,retail_salaried,Phnom Penh,6.8,4760.0,low,0,42
427,small_business,Siem Reap,8.1,6140.0,low,0,42
428,retail_salaried,Sihanoukville,4.1,3530.0,low,0,42
429,small_business,Kampot,1.2,123960.0,medium,0,42
430,cash_intensive,Sihanoukville,3.0,40990.0,low,0,43
431,small_business,Phnom Penh,7.0,48530.0,low,0,43
432,retail_self_employed,Phnom Penh,,,low,0,43
433,small_business,Siem Reap,2.9,12120.0,low,0,43
434,retail_salaried,Phnom Penh,7.9,480.0,medium,0,43
435,retail_salaried,Phnom Penh,2.2,2050.0,medium,0,43
436,retail_salaried,Battambang,0.9,1400.0,low,0,43
437,retail_salaried,Kampot,7.5,910.0,low,0,43
438,retail_self_employed,Phnom Penh,2.7,6380.0,medium,0,43
439,retail_self_employed,Phnom Penh,8.8,5270.0,low,0,43
440,small_business,Siem Reap,4.6,13640.0,low,0,44
441,Retail Salaried,Phnom Penh,4.8,5580.0,low,0,44
442,retail_self_employed,Phnom Penh,5.6,4270.0,low,0,44
443,retail_salaried,Phnom Penh,5.1,4170.0,low,0,44
444,retail_salaried,Phnom Penh,4.7,780.0,medium,0,44
445,retail_self_employed,Phnom Penh,4.0,11570.0,low,0,44
446,corporate,Phnom Penh,2.4,329970.0,low,0,44
447,retail_self_employed,Sihanoukville,4.3,3440.0,medium,0,44
448,retail_salaried,Siem Reap,2.7,890.0,low,0,44
449,retail_self_employed,Phnom Penh,17.1,11730.0,high,0,44
450,retail_salaried,Battambang,3.6,5060.0,low,0,45
451,cash_intensive,Phnom Penh,8.0,65450.0,low,0,45
452,retail_self_employed,Phnom Penh,4.4,6750.0,low,0,45
453,retail_salaried,Phnom Penh,9.9,1900.0,low,0,45
454,retail_salaried,Siem Reap,4.0,890.0,low,0,45
