txn_id,customer_id,ts,amount_usd,score,light,reasons
812068,1828,2025-12-27 17:03:56,1119.89,0.01922415274963995,AMBER,"new_device, log_amt, amt_z"
802283,1374,2025-12-23 12:47:37,219.47,0.018178684548683773,GREEN,"n_prev_1h, n_prev_24h, log_hrs_since_prev"
801207,1402,2025-12-22 23:59:24,154.65,0.01656293584782684,GREEN,"new_device, night, log_amt"
803437,413,2025-12-24 00:05:29,107.23,0.016415742669099016,GREEN,"foreign, night, n_prev_24h"
801248,128,2025-12-23 02:01:56,61.73,0.01628588100506893,GREEN,"foreign, night, n_prev_24h"
803157,1690,2025-12-23 18:06:30,80.14,0.015978008857478326,GREEN,"new_device, n_prev_24h, log_hrs_since_prev"
816938,3011,2025-12-30 02:42:08,440.14,0.01523042872097739,GREEN,"foreign, night, log_amt"
810334,3450,2025-12-27 05:25:22,27.16,0.014690370206009887,GREEN,"new_device, night, hour"
807977,1418,2025-12-26 03:42:07,24.94,0.01444293164840354,GREEN,"new_device, night, hour"
799182,1843,2025-12-22 06:56:04,339.68,0.014018141326050882,GREEN,"new_device, log_amt, hour"
807894,2540,2025-12-25 22:37:39,95.06,0.013685537828690317,GREEN,"new_device, night, amt_z"
819590,1537,2025-12-31 08:56:40,322.32,0.01356344233853069,GREEN,"new_device, log_amt, amt_z"
806631,2877,2025-12-25 12:14:28,10.88,0.012838995108941341,GREEN,"new_device, foreign, hour"
815903,440,2025-12-29 13:31:02,90.11,0.012255915347233942,GREEN,"n_prev_1h, n_prev_24h, log_hrs_since_prev"
821379,2325,2025-12-31 21:30:52,506.21,0.012213522727625506,GREEN,"new_device, log_amt, amt_z"
809214,3201,2025-12-26 13:43:02,618.61,0.011912721753309858,GREEN,"foreign, log_amt, n_prev_24h"
819200,1753,2025-12-31 04:03:23,40.7,0.011667314368198786,GREEN,"new_device, night, hour"
803534,1579,2025-12-24 05:16:30,464.82,0.011529996910212987,GREEN,"foreign, night, log_amt"
809235,5,2025-12-26 13:48:11,81.48,0.011363328963370075,GREEN,"n_prev_1h, n_prev_24h, log_hrs_since_prev"
806512,1026,2025-12-25 11:36:18,214.58,0.011255611348172942,GREEN,"new_device, log_amt, log_hrs_since_prev"
809872,1151,2025-12-26 17:39:11,105.8,0.011227971042524904,GREEN,"n_prev_1h, n_prev_24h, log_hrs_since_prev"
807145,3033,2025-12-25 14:51:13,357.48,0.010975830024930093,GREEN,"new_device, log_amt, amt_z"
804015,915,2025-12-24 10:16:03,342.07,0.010936921653895823,GREEN,"new_device, log_amt, amt_z"
814881,12,2025-12-29 05:41:04,26.25,0.010856595234264443,GREEN,"new_device, night, hour"
807993,2524,2025-12-26 04:10:33,29.38,0.01038119509976248,GREEN,"new_device, night, hour"
808201,1762,2025-12-26 07:29:48,22.15,0.010351147529077788,GREEN,"new_device, n_prev_24h, log_hrs_since_prev"
815214,401,2025-12-29 09:18:00,383.79,0.010341551520021572,GREEN,"foreign, n_prev_24h, log_amt"
805664,667,2025-12-24 23:43:49,102.13,0.01027435384139884,GREEN,"foreign, night, n_prev_24h"
801246,809,2025-12-23 01:50:21,350.21,0.010125403791730827,GREEN,"foreign, night, log_amt"
814730,2349,2025-12-28 23:24:53,104.33,0.009843393421182269,GREEN,"new_device, night, log_amt"
816951,699,2025-12-30 03:26:23,234.46,0.00971138482346179,GREEN,"foreign, night, log_amt"
805691,1828,2025-12-25 01:18:38,293.82,0.009606286989733996,GREEN,"foreign, night, log_amt"
804436,1081,2025-12-24 12:33:20,52.03,0.00943738730431361,GREEN,"n_prev_1h, n_prev_24h, log_hrs_since_prev"
799282,1776,2025-12-22 07:50:24,153.39,0.009222660389660112,GREEN,"new_device, log_amt, hour"
810448,256,2025-12-27 06:58:43,18.54,0.009060365195091142,GREEN,"new_device, n_prev_24h, log_hrs_since_prev"
808019,3366,2025-12-26 04:53:53,230.46,0.008987945109915171,GREEN,"foreign, night, log_amt"
803458,1121,2025-12-24 02:27:49,30.84,0.008965066926149371,GREEN,"foreign, night, n_prev_24h"
801193,1740,2025-12-22 23:52:26,58.19,0.008963072878419243,GREEN,"new_device, night, amt_z"
808669,672,2025-12-26 10:47:58,291.68,0.008908279539535251,GREEN,"new_device, log_amt, hour"
798972,2874,2025-12-22 00:16:19,211.31,0.00863748067150766,GREEN,"foreign, night, log_amt"
805837,3180,2025-12-25 06:16:15,32.83,0.008560160478304232,GREEN,"n_prev_1h, n_prev_24h, log_hrs_since_prev"
807934,2942,2025-12-26 00:59:43,217.34,0.008486136382370777,GREEN,"foreign, night, log_amt"
802491,190,2025-12-23 13:48:51,395.86,0.00842679789111231,GREEN,"foreign, n_prev_24h, log_amt"
811120,3456,2025-12-27 11:45:29,38.4,0.008403512494228457,GREEN,"n_prev_1h, n_prev_24h, log_hrs_since_prev"
814742,1173,2025-12-28 23:50:53,114.78,0.008400936400453777,GREEN,"n_prev_24h, night, log_hrs_since_prev"
800518,190,2025-12-22 15:20:09,378.98,0.008272105544489728,GREEN,"foreign, n_prev_24h, log_amt"
803481,3158,2025-12-24 03:43:41,185.33,0.007868225638972904,GREEN,"foreign, night, log_amt"
819171,723,2025-12-31 02:20:49,1028.09,0.007261861210238749,GREEN,"log_amt, night, n_prev_24h"
805689,2507,2025-12-25 01:11:36,106.96,0.007203315897686178,GREEN,"n_prev_24h, night, hour"
805696,1596,2025-12-25 01:35:11,176.93,0.007175484799219348,GREEN,"foreign, night, hour"
814705,995,2025-12-28 22:17:38,23.74,0.0070594518550003505,GREEN,"new_device, night, log_hrs_since_prev"
808036,2983,2025-12-26 05:13:20,152.72,0.007036678081289973,GREEN,"foreign, night, log_amt"
817133,1730,2025-12-30 07:09:17,137.09,0.006918468496472957,GREEN,"new_device, log_amt, hour"
812526,153,2025-12-28 01:25:39,118.88,0.006915260705349875,GREEN,"foreign, night, hour"
812512,2222,2025-12-28 00:42:29,117.71,0.006874473018083057,GREEN,"foreign, night, hour"
819715,656,2025-12-31 09:54:30,123.7,0.006832639254428748,GREEN,"new_device, log_amt, amt_z"
810262,825,2025-12-27 03:32:13,150.17,0.006744412686984832,GREEN,"foreign, night, hour"
810798,1522,2025-12-27 09:55:28,169.98,0.006717036299560364,GREEN,"foreign, n_prev_24h, log_hrs_since_prev"
810309,166,2025-12-27 05:07:05,144.36,0.006569083900589076,GREEN,"foreign, night, log_amt"
801089,1654,2025-12-22 20:25:42,238.94,0.006538265820132211,GREEN,"new_device, log_amt, amt_z"
819228,5,2025-12-31 04:48:42,109.51,0.006422743341379798,GREEN,"foreign, night, hour"
816983,1344,2025-12-30 04:37:49,162.51,0.006298857019395921,GREEN,"foreign, night, log_amt"
810328,236,2025-12-27 05:19:56,174.37,0.00625293842105668,GREEN,"foreign, night, log_amt"
812859,1413,2025-12-28 08:15:52,120.87,0.006240432847708873,GREEN,"foreign, n_prev_24h, log_hrs_since_prev"
799776,2973,2025-12-22 11:17:03,159.45,0.006220687625921641,GREEN,"foreign, n_prev_24h, log_amt"
805734,763,2025-12-25 03:48:39,132.73,0.006067356973353095,GREEN,"foreign, night, hour"
807920,2790,2025-12-25 23:59:24,519.0,0.006006468387963335,GREEN,"foreign, night, log_amt"
807166,1098,2025-12-25 14:56:30,143.49,0.005981620803574434,GREEN,"new_device, log_amt, amt_z"
812513,1082,2025-12-28 00:43:41,112.04,0.005961617862506969,GREEN,"foreign, night, hour"
815614,1206,2025-12-29 11:47:06,186.17,0.005928144148668679,GREEN,"foreign, n_prev_24h, log_amt"
801194,992,2025-12-22 23:56:43,344.49,0.005899916808695896,GREEN,"foreign, night, log_amt"
811300,2756,2025-12-27 12:41:58,136.73,0.005896974097766312,GREEN,"new_device, log_amt, hour"
812521,1517,2025-12-28 01:11:29,117.64,0.005850250936913916,GREEN,"foreign, night, hour"
799854,177,2025-12-22 11:41:57,1460.5,0.00580825734336581,GREEN,"foreign, log_amt, amt_z"
805247,1334,2025-12-24 17:07:10,134.29,0.005782732451744764,GREEN,"new_device, log_amt, log_hrs_since_prev"
819041,2331,2025-12-30 20:30:29,81.56,0.005771996785756856,GREEN,"new_device, amt_z, log_hrs_since_prev"
820110,1419,2025-12-31 12:11:16,87.19,0.005751019880644136,GREEN,"new_device, log_hrs_since_prev, log_amt"
817445,2561,2025-12-30 09:57:05,69.32,0.005743622085573149,GREEN,"new_device, amt_z, hour"
814841,2855,2025-12-29 04:45:22,190.21,0.005732972673994322,GREEN,"foreign, night, log_amt"
810024,1445,2025-12-26 19:19:17,182.43,0.0057288352786565525,GREEN,"new_device, log_amt, amt_z"
810346,858,2025-12-27 05:38:04,105.06,0.00567424452306752,GREEN,"foreign, night, hour"
807200,628,2025-12-25 15:08:39,154.96,0.005579255057709551,GREEN,"foreign, n_prev_24h, log_hrs_since_prev"
801178,2301,2025-12-22 22:56:17,320.81,0.005544664435424471,GREEN,"foreign, night, log_amt"
812655,667,2025-12-28 05:46:22,103.35,0.0055145331531881855,GREEN,"foreign, night, hour"
803453,3330,2025-12-24 02:04:11,110.08,0.005509382091444239,GREEN,"foreign, night, hour"
806860,335,2025-12-25 13:21:02,93.56,0.005502555200857477,GREEN,"new_device, log_amt, log_hrs_since_prev"
813534,1952,2025-12-28 12:21:42,116.78,0.00539762581053095,GREEN,"new_device, log_amt, amt_z"
812519,169,2025-12-28 01:06:12,72.31,0.005381892873350192,GREEN,"foreign, night, hour"
810280,1861,2025-12-27 04:19:06,144.18,0.005209129719214259,GREEN,"foreign, night, hour"
819143,810,2025-12-31 00:07:01,82.43,0.005148217255215797,GREEN,"foreign, night, hour"
805783,2842,2025-12-25 05:16:26,93.78,0.005044741559389919,GREEN,"foreign, night, hour"
812304,413,2025-12-27 19:10:00,136.05,0.005037751693233636,GREEN,"new_device, log_amt, log_hrs_since_prev"
803477,232,2025-12-24 03:20:07,117.76,0.005017147916278238,GREEN,"foreign, night, hour"
816289,1151,2025-12-29 15:37:55,120.36,0.005000109980800497,GREEN,"foreign, n_prev_24h, log_hrs_since_prev"
805697,914,2025-12-25 01:47:04,371.75,0.004942575493654916,GREEN,"night, n_prev_24h, log_amt"
807484,1547,2025-12-25 16:59:33,85.55,0.004911875343529534,GREEN,"new_device, log_amt, log_hrs_since_prev"
802767,374,2025-12-23 15:25:46,88.03,0.004909999337576537,GREEN,"new_device, log_amt, log_hrs_since_prev"
818385,1443,2025-12-30 15:02:20,112.97,0.004874851226339607,GREEN,"new_device, log_amt, amt_z"
817032,393,2025-12-30 05:39:16,74.03,0.004707679599802233,GREEN,"foreign, night, hour"
802451,181,2025-12-23 13:38:30,102.65,0.004690819665160661,GREEN,"new_device, log_amt"
805069,3170,2025-12-24 15:52:30,91.94,0.0044720529966747035,GREEN,"new_device, log_amt, amt_z"
813623,1173,2025-12-28 12:48:32,133.28,0.004463969909012076,GREEN,"n_prev_24h, log_hrs_since_prev, log_amt"
812833,1173,2025-12-28 08:03:04,105.83,0.004441270548897118,GREEN,"foreign, n_prev_24h, log_hrs_since_prev"
802749,2650,2025-12-23 15:21:44,132.86,0.004440924383923158,GREEN,"foreign, n_prev_24h, log_amt"
807847,860,2025-12-25 21:07:44,97.58,0.004396706667852768,GREEN,"new_device, log_amt, amt_z"
806271,1631,2025-12-25 10:11:25,107.57,0.004377898022646853,GREEN,"foreign, n_prev_24h, log_hrs_since_prev"
810222,393,2025-12-27 00:43:08,54.98,0.0043483284416169915,GREEN,"foreign, night, hour"
820680,786,2025-12-31 14:59:57,825.1,0.004143559289900831,GREEN,"foreign, log_amt, amt_z"
798975,2758,2025-12-22 00:25:09,69.34,0.004075942936936438,GREEN,"foreign, night, hour"
810297,3476,2025-12-27 04:46:19,68.52,0.00405728729565887,GREEN,"foreign, night, hour"
815561,401,2025-12-29 11:29:09,65.35,0.004010888908674424,GREEN,"foreign, n_prev_24h, log_hrs_since_prev"
811178,3392,2025-12-27 12:03:12,117.56,0.003983912545204841,GREEN,"foreign, n_prev_24h, log_hrs_since_prev"
819763,200,2025-12-31 10:09:25,56.45,0.00397923216988927,GREEN,"new_device, hour"
821428,1596,2025-12-31 23:19:04,160.29,0.003914501802146817,GREEN,"foreign, night, log_amt"
799834,3132,2025-12-22 11:33:39,12.83,0.003911782059864014,GREEN,"n_prev_1h, n_prev_24h, log_hrs_since_prev"
812570,2490,2025-12-28 03:47:36,290.28,0.003888018813049747,GREEN,"night, n_prev_24h, log_amt"
808448,1702,2025-12-26 09:25:22,40.93,0.0038474695767660226,GREEN,"new_device, hour"
804415,895,2025-12-24 12:24:40,98.9,0.0038206199890241477,GREEN,"foreign, n_prev_24h, log_hrs_since_prev"
817222,2261,2025-12-30 08:08:44,504.92,0.0038094534288070914,GREEN,"n_prev_24h, log_amt, log_hrs_since_prev"
801244,687,2025-12-23 01:37:26,242.07,0.0037659244193598085,GREEN,"night, n_prev_24h, log_amt"
810490,1149,2025-12-27 07:18:29,759.71,0.003725668721264472,GREEN,"foreign, log_amt, amt_z"
805632,1631,2025-12-24 22:19:30,130.95,0.0036956444226812183,GREEN,"foreign, night, log_amt"
821286,269,2025-12-31 19:31:01,69.41,0.0035966216952398283,GREEN,"new_device, amt_z"
818886,3496,2025-12-30 18:22:30,48.04,0.003592581788114136,GREEN,"new_device, amt_z"
818043,3348,2025-12-30 13:11:39,58.23,0.003589409416752883,GREEN,"new_device, log_hrs_since_prev"
804867,2026,2025-12-24 14:44:28,72.22,0.003569485298840459,GREEN,new_device
799363,1516,2025-12-22 08:37:50,49.48,0.003474210470527066,GREEN,"foreign, n_prev_24h, log_hrs_since_prev"
803069,2683,2025-12-23 17:22:14,877.66,0.0034426109401360905,GREEN,"foreign, log_amt, amt_z"
810672,223,2025-12-27 08:56:07,552.42,0.0034334233793920344,GREEN,"foreign, log_amt, amt_z"
807932,2039,2025-12-26 00:48:16,1405.92,0.0034270557247064494,GREEN,"log_amt, night, amt_z"
801165,13,2025-12-22 22:25:07,174.22,0.003418362706105839,GREEN,"foreign, night, log_amt"
819299,233,2025-12-31 06:10:53,39.1,0.003410029261758844,GREEN,"new_device, hour"
812607,223,2025-12-28 04:42:12,286.96,0.0033962037771137206,GREEN,"night, n_prev_24h, log_amt"
806170,1193,2025-12-25 09:35:14,642.44,0.0033939518438709207,GREEN,"foreign, log_amt, amt_z"
803503,1026,2025-12-24 04:27:08,60.14,0.003393055690693618,GREEN,"foreign, night, hour"
810218,1520,2025-12-27 00:20:02,57.13,0.0033410572027832487,GREEN,"foreign, night, hour"
805704,1752,2025-12-25 02:07:03,54.18,0.0033339621527559856,GREEN,"foreign, night, hour"
812537,947,2025-12-28 02:16:25,196.05,0.00330917953129702,GREEN,"night, n_prev_24h, log_amt"
806381,2029,2025-12-25 10:50:36,35.88,0.003300784862169401,GREEN,"new_device, hour"
798977,2527,2025-12-22 00:53:24,31.78,0.0032900806266969894,GREEN,"foreign, night, hour"
815112,2761,2025-12-29 08:29:03,44.45,0.003257209477994539,GREEN,"foreign, n_prev_24h, log_hrs_since_prev"
803455,688,2025-12-24 02:16:37,37.76,0.0032492837460330088,GREEN,"foreign, night, hour"
805749,3000,2025-12-25 04:14:59,73.73,0.0032304783859382034,GREEN,"foreign, night, hour"
807810,1828,2025-12-25 20:27:40,153.28,0.0031996504296197027,GREEN,"foreign, n_prev_24h, log_amt"
808759,2020,2025-12-26 11:19:02,422.02,0.0031869005410011,GREEN,"foreign, log_amt, amt_z"
801469,376,2025-12-23 07:26:44,261.89,0.003185136431729648,GREEN,"n_prev_24h, log_amt, amt_z"
820442,67,2025-12-31 13:46:23,47.8,0.0031543506817545927,GREEN,new_device
801132,2261,2025-12-22 21:29:13,113.38,0.0031434642044794086,GREEN,"foreign, n_prev_24h, log_hrs_since_prev"
799627,703,2025-12-22 10:26:40,63.52,0.0031201113544301828,GREEN,"foreign, n_prev_24h, log_hrs_since_prev"
798979,779,2025-12-22 01:07:21,28.6,0.003058674483333796,GREEN,"foreign, night, hour"
817673,3173,2025-12-30 11:15:17,604.78,0.0030281200293296897,GREEN,"foreign, log_amt, amt_z"
818618,2666,2025-12-30 16:17:09,37.82,0.003017277710926485,GREEN,new_device
800604,1734,2025-12-22 15:50:13,612.75,0.003016692323030656,GREEN,"foreign, log_amt, amt_z"
812896,1577,2025-12-28 08:32:45,399.23,0.00300459362073415,GREEN,"foreign, log_amt, amt_z"
812652,1222,2025-12-28 05:43:04,63.04,0.002960574699097491,GREEN,"foreign, night, hour"
801265,719,2025-12-23 03:05:54,177.81,0.002956538261011797,GREEN,"night, n_prev_24h, log_amt"
820472,2302,2025-12-31 13:56:35,37.33,0.002873916386237921,GREEN,new_device
816786,1523,2025-12-29 20:00:38,553.25,0.0028606729087257104,GREEN,"foreign, log_amt, amt_z"
814377,2440,2025-12-28 17:11:02,81.21,0.002842234515464227,GREEN,"foreign, n_prev_24h, log_hrs_since_prev"
801254,23,2025-12-23 02:27:42,1035.77,0.0028211020548833577,GREEN,"log_amt, night, amt_z"
818981,3129,2025-12-30 19:32:09,616.63,0.002816823149320825,GREEN,"foreign, log_amt, amt_z"
803443,60,2025-12-24 00:45:15,29.7,0.00281140927933477,GREEN,"foreign, night, hour"
810230,1139,2025-12-27 01:31:30,115.57,0.0027942048565767004,GREEN,"night, n_prev_24h, hour"
818688,2755,2025-12-30 16:43:33,325.83,0.0027914163511976063,GREEN,"foreign, log_amt, amt_z"
820449,2948,2025-12-31 13:47:01,658.58,0.0027734612963316186,GREEN,"foreign, log_amt, amt_z"
803234,2953,2025-12-23 19:00:54,762.39,0.0027420345463886058,GREEN,"foreign, log_amt, amt_z"
819234,1147,2025-12-31 05:09:49,47.63,0.002741309142786271,GREEN,"foreign, night, hour"
800382,1606,2025-12-22 14:41:17,375.55,0.0027277699107889266,GREEN,"n_prev_24h, log_amt, amt_z"
808070,3045,2025-12-26 05:52:27,44.76,0.002679389657432661,GREEN,"foreign, night, hour"
807950,3299,2025-12-26 02:24:10,33.63,0.0026774275823172383,GREEN,"foreign, night, hour"
818218,1383,2025-12-30 14:06:49,541.2,0.0026710453410948537,GREEN,"foreign, log_amt, amt_z"
811725,2275,2025-12-27 14:55:31,574.85,0.0026638306624625235,GREEN,"foreign, log_amt, amt_z"
820330,2586,2025-12-31 13:15:39,17.71,0.002643855219987444,GREEN,"new_device, log_hrs_since_prev"
807908,3262,2025-12-25 23:39:51,62.17,0.0026319433316745406,GREEN,"foreign, night, log_hrs_since_prev"
816369,622,2025-12-29 16:06:57,466.32,0.002627439243181467,GREEN,"foreign, log_amt, amt_z"
805520,2037,2025-12-24 19:46:19,73.02,0.0026243135215215934,GREEN,new_device
807783,853,2025-12-25 20:08:38,44.74,0.0026212432817089987,GREEN,new_device
807951,1632,2025-12-26 02:30:41,1016.64,0.002613334583264261,GREEN,"log_amt, night, amt_z"
815489,505,2025-12-29 11:02:51,341.66,0.0026031983914517145,GREEN,"foreign, log_amt, amt_z"
812444,1084,2025-12-27 21:43:36,34.98,0.002575261531407133,GREEN,"new_device, log_hrs_since_prev"
805706,1311,2025-12-25 02:13:31,92.22,0.002482874588429987,GREEN,"night, n_prev_24h, log_hrs_since_prev"
806292,417,2025-12-25 10:19:44,267.7,0.0024580113043271043,GREEN,"foreign, log_amt, amt_z"
811499,3045,2025-12-27 13:47:56,295.47,0.002455811899615467,GREEN,"foreign, log_amt, log_hrs_since_prev"
817010,2908,2025-12-30 05:09:09,128.65,0.002434394199426829,GREEN,"night, n_prev_24h, log_hrs_since_prev"
804717,880,2025-12-24 13:56:22,361.9,0.002428310698645599,GREEN,"foreign, log_amt, amt_z"
817421,1585,2025-12-30 09:50:07,260.2,0.0023926346440049473,GREEN,"foreign, log_amt, amt_z"
807913,667,2025-12-25 23:59:24,58.39,0.002386094796113805,GREEN,"foreign, night, log_hrs_since_prev"
810166,1022,2025-12-26 22:04:13,336.17,0.0023491725246955557,GREEN,"night, n_prev_24h, log_amt"
815970,11,2025-12-29 13:52:12,353.28,0.002348827108332045,GREEN,"foreign, log_amt, amt_z"
810983,2287,2025-12-27 11:02:06,416.73,0.0023454142733865756,GREEN,"foreign, log_amt, amt_z"
805927,3048,2025-12-25 07:37:11,187.57,0.0023417504393657296,GREEN,"foreign, log_amt, hour"
819239,2940,2025-12-31 05:13:37,120.88,0.0023259780225379474,GREEN,"night, n_prev_24h, log_hrs_since_prev"
801257,527,2025-12-23 02:39:25,728.36,0.002317802244169436,GREEN,"night, log_amt, hour"
808214,1048,2025-12-26 07:37:37,190.71,0.002316138230713276,GREEN,"foreign, log_amt, amt_z"
811728,2815,2025-12-27 14:56:34,355.36,0.00231305994528577,GREEN,"foreign, log_amt, amt_z"
817281,2788,2025-12-30 08:36:52,311.35,0.002307289264786058,GREEN,"foreign, log_amt, hour"
801346,1953,2025-12-23 05:51:39,28.8,0.0023056751002579106,GREEN,"foreign, night, hour"
814980,849,2025-12-29 07:05:30,204.19,0.0022864364193419945,GREEN,"foreign, log_amt, hour"
821357,3196,2025-12-31 21:04:02,597.87,0.002239961980648186,GREEN,"foreign, log_amt, amt_z"
809942,2210,2025-12-26 18:23:02,416.75,0.0022261597659217983,GREEN,"foreign, log_amt, amt_z"
802135,904,2025-12-23 11:59:55,264.4,0.0022226342137728113,GREEN,"foreign, log_amt, amt_z"
812917,3270,2025-12-28 08:43:22,219.09,0.002192016093404638,GREEN,"n_prev_24h, log_amt, log_hrs_since_prev"
806430,1061,2025-12-25 11:09:30,335.89,0.002184869166612214,GREEN,"foreign, log_amt, amt_z"
802537,2784,2025-12-23 14:04:49,37.27,0.0021838591671444877,GREEN,"foreign, n_prev_24h, log_hrs_since_prev"
820516,3273,2025-12-31 14:11:00,208.11,0.0021599013359532124,GREEN,"foreign, log_amt, amt_z"
819588,1103,2025-12-31 08:56:14,263.24,0.0021598800222224906,GREEN,"foreign, log_amt, amt_z"
808105,394,2025-12-26 06:19:10,173.7,0.0021361988006368456,GREEN,"foreign, log_amt, amt_z"
803439,261,2025-12-24 00:23:10,17.83,0.002117576897289024,GREEN,"foreign, night, hour"
810310,3403,2025-12-27 05:07:09,21.71,0.0021168452452777087,GREEN,"foreign, night, hour"
805061,1573,2025-12-24 15:49:46,238.57,0.002112698549327156,GREEN,"foreign, log_amt, amt_z"
799068,2527,2025-12-22 05:06:22,64.27,0.0021058775642487505,GREEN,"night, n_prev_24h, log_hrs_since_prev"
803557,1340,2025-12-24 05:48:38,25.67,0.002102613065084329,GREEN,"foreign, night, hour"
810259,3279,2025-12-27 03:18:31,23.22,0.002094866224858953,GREEN,"foreign, night, hour"
812722,722,2025-12-28 06:43:39,178.38,0.0020859385420020347,GREEN,"foreign, log_amt, amt_z"
806862,1982,2025-12-25 13:21:19,213.15,0.002064387219553123,GREEN,"foreign, log_amt, amt_z"
